AGENCIA,CONTA,BANCO,TITULAR,OPERACAO,DATAHORA,VALOR
3320,0002,SANTANDER,ANA,DEPOSITO,2022-01-02T16:32:15,43.10
1520,0002,SANTANDER,BIA,SAQUE,2022-02-24T08:55:35,4752.14
9999,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-01-12T06:45:17,3433.41
1520,0002,SANTANDER,ANA,DEPOSITO,2022-02-24T19:17:20,90.48
2220,0001,SANTANDER,JOAO,SAQUE,2022-02-15T02:42:32,3008.47
3320,0001,SANTANDER,CARLOS,DEPOSITO,2022-02-09T15:38:15,118.63
1520,0002,SANTANDER,RAFAEL,SAQUE,2022-02-20T17:12:50,717.48
1520,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-01-18T01:35:58,1003.32
3320,0007,SANTANDER,MARIA,DEPOSITO,2022-01-09T16:42:58,626.34
1044,0004,SANTANDER,JOAO,DEPOSITO,2022-02-11T16:32:07,2176.70
1044,0002,SANTANDER,CARLOS,DEPOSITO,2022-02-07T01:44:29,3627.31
1044,0002,SANTANDER,FELIPE,DEPOSITO,2022-02-10T16:15:07,4937.89
1044,0007,SANTANDER,JOAO,SAQUE,2022-01-09T13:19:01,1665.15
1520,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-01-20T21:35:10,4820.23
1044,0007,SANTANDER,FELIPE,DEPOSITO,2022-01-23T19:18:23,1749.26
2220,0001,SANTANDER,PAULA,DEPOSITO,2022-02-21T22:04:35,846.22
1044,0001,SANTANDER,FELIPE,DEPOSITO,2022-01-18T19:03:24,1971.81
1520,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-07T14:46:11,4674.80
2220,0002,SANTANDER,FELIPE,DEPOSITO,2022-01-08T10:27:50,4782.01
9999,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-12T21:55:46,2553.67
1044,0004,SANTANDER,PAULA,DEPOSITO,2022-01-08T19:37:27,3312.29
9999,0001,SANTANDER,JULIA,DEPOSITO,2022-01-02T11:03:24,183.46
1520,0004,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-16T22:20:23,4967.12
3320,0002,SANTANDER,JULIA,DEPOSITO,2022-01-27T09:30:54,4058.66
1044,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-02-10T16:59:03,4393.65
2220,0002,SANTANDER,MARIA,SAQUE,2022-01-09T10:26:47,1682.06
2220,0004,SANTANDER,BIA,TRANSFERENCIA,2022-02-04T14:11:36,818.97
1044,0002,SANTANDER,JOAO,DEPOSITO,2022-01-27T20:05:14,4005.35
1520,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-02-17T20:54:27,3870.78
9999,0001,SANTANDER,RAFAEL,SAQUE,2022-02-15T00:15:52,1246.14
2220,0002,SANTANDER,CARLOS,SAQUE,2022-02-02T18:06:47,3386.16
1044,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-02-20T04:16:16,1386.86
2220,0001,SANTANDER,BRUNO,DEPOSITO,2022-01-26T05:04:32,4330.99
1520,0004,SANTANDER,MARIA,SAQUE,2022-01-05T05:55:37,909.54
3320,0004,SANTANDER,CARLOS,SAQUE,2022-01-28T02:02:15,412.23
3320,0002,SANTANDER,JOAO,SAQUE,2022-02-08T23:26:34,255.74
9999,0007,SANTANDER,JOAO,SAQUE,2022-02-18T05:19:40,712.25
9999,0007,SANTANDER,JOAO,SAQUE,2022-01-20T16:10:31,816.62
3320,0001,SANTANDER,BIA,DEPOSITO,2022-02-23T11:21:39,4140.53
9999,0001,SANTANDER,MARIA,SAQUE,2022-01-27T19:10:44,163.14
1520,0002,SANTANDER,CARLOS,DEPOSITO,2022-01-12T08:06:31,1204.27
2220,0001,SANTANDER,BIA,DEPOSITO,2022-02-23T20:43:17,2075.29
1520,0007,SANTANDER,FELIPE,DEPOSITO,2022-01-05T22:40:19,3609.07
1044,0001,SANTANDER,BIA,TRANSFERENCIA,2022-01-28T15:51:15,4227.16
2220,0004,SANTANDER,ANA,SAQUE,2022-01-12T16:44:22,386.13
2220,0004,SANTANDER,JULIA,DEPOSITO,2022-02-21T11:14:37,829.08
1520,0001,SANTANDER,PAULA,SAQUE,2022-02-24T04:29:40,2642.89
2220,0001,SANTANDER,PAULA,SAQUE,2022-02-15T10:28:37,2994.12
1520,0002,SANTANDER,PAULA,SAQUE,2022-02-10T08:11:21,529.81
1520,0001,SANTANDER,BIA,DEPOSITO,2022-01-16T00:18:39,649.76
3320,0007,SANTANDER,CARLOS,DEPOSITO,2022-02-17T14:44:17,3874.69
9999,0002,SANTANDER,PAULA,DEPOSITO,2022-01-23T00:12:51,202.55
2220,0001,SANTANDER,JOAO,SAQUE,2022-01-28T20:16:58,2735.60
9999,0004,SANTANDER,ANA,DEPOSITO,2022-02-18T14:15:09,158.36
3320,0004,SANTANDER,CARLOS,SAQUE,2022-01-14T02:27:51,1067.22
2220,0002,SANTANDER,FELIPE,SAQUE,2022-02-07T22:24:14,2925.82
2220,0007,SANTANDER,RAFAEL,DEPOSITO,2022-02-14T06:18:26,1298.65
2220,0001,SANTANDER,BRUNO,DEPOSITO,2022-02-04T14:43:20,332.40
9999,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-02-05T09:45:33,3485.21
3320,0001,SANTANDER,ANA,SAQUE,2022-01-12T04:59:41,4193.81
1044,0002,SANTANDER,BRUNO,SAQUE,2022-01-01T10:16:49,2402.23
1520,0002,SANTANDER,JULIA,DEPOSITO,2022-01-05T12:10:04,4896.15
9999,0004,SANTANDER,FELIPE,DEPOSITO,2022-01-21T13:43:09,3514.38
1520,0002,SANTANDER,BIA,SAQUE,2022-01-29T00:23:23,2709.60
1044,0001,SANTANDER,JULIA,SAQUE,2022-01-01T23:48:42,1507.84
1520,0007,SANTANDER,BIA,SAQUE,2022-01-02T12:02:54,1582.65
3320,0001,SANTANDER,FELIPE,SAQUE,2022-02-05T18:12:12,4558.05
2220,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-23T09:42:29,4945.82
1044,0007,SANTANDER,JULIA,SAQUE,2022-02-02T00:56:37,1164.13
9999,0001,SANTANDER,MARIA,SAQUE,2022-02-01T15:17:21,86.36
1520,0004,SANTANDER,PAULA,DEPOSITO,2022-01-26T04:51:26,3843.77
3320,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-11T05:07:29,4277.76
1520,0004,SANTANDER,PAULA,SAQUE,2022-02-23T13:48:33,1685.46
1520,0002,SANTANDER,RAFAEL,SAQUE,2022-02-13T14:20:21,4538.13
1044,0001,SANTANDER,FELIPE,SAQUE,2022-02-27T12:06:05,1861.21
9999,0007,SANTANDER,RAFAEL,SAQUE,2022-02-03T03:26:26,1812.04
3320,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-02-28T02:44:27,2309.84
3320,0007,SANTANDER,JOAO,SAQUE,2022-01-29T16:52:52,3934.05
2220,0004,SANTANDER,CARLOS,DEPOSITO,2022-02-14T21:52:48,2343.35
1520,0004,SANTANDER,MARIA,DEPOSITO,2022-01-10T21:05:04,137.56
3320,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-12T21:27:10,1808.91
1044,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-23T07:39:34,2406.29
1520,0002,SANTANDER,MARIA,DEPOSITO,2022-01-31T21:06:38,1535.17
3320,0001,SANTANDER,FELIPE,DEPOSITO,2022-01-29T18:54:39,4106.87
1044,0004,SANTANDER,PAULA,TRANSFERENCIA,2022-01-18T13:55:07,1917.23
3320,0002,SANTANDER,ANA,DEPOSITO,2022-02-08T07:04:55,3426.57
2220,0002,SANTANDER,PAULA,SAQUE,2022-02-23T21:14:41,2581.46
1044,0001,SANTANDER,PAULA,DEPOSITO,2022-02-11T14:44:07,1254.11
1520,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-21T02:03:08,719.94
1520,0002,SANTANDER,ANA,SAQUE,2022-02-23T06:04:26,4834.51
2220,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-14T10:24:34,1791.31
3320,0002,SANTANDER,RAFAEL,DEPOSITO,2022-02-18T22:17:16,4179.64
9999,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-03T22:23:36,3986.86
9999,0007,SANTANDER,BIA,TRANSFERENCIA,2022-01-23T16:41:27,882.65
1044,0004,SANTANDER,JULIA,DEPOSITO,2022-01-01T14:02:33,1734.92
1520,0002,SANTANDER,PAULA,SAQUE,2022-02-26T02:09:46,2091.18
1520,0004,SANTANDER,BIA,DEPOSITO,2022-02-11T15:47:32,4757.77
1520,0004,SANTANDER,JULIA,TRANSFERENCIA,2022-02-01T05:32:35,2058.06
1520,0007,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-14T23:44:17,2499.56
1044,0004,SANTANDER,CARLOS,SAQUE,2022-02-12T08:43:56,4252.84
9999,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-01-26T05:04:46,736.67
3320,0007,SANTANDER,JULIA,DEPOSITO,2022-01-13T15:28:34,2277.75
3320,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-01-18T02:15:29,878.03
3320,0007,SANTANDER,MARIA,SAQUE,2022-01-08T06:47:20,4179.75
1044,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-12T17:13:57,4843.59
1520,0007,SANTANDER,FELIPE,SAQUE,2022-01-29T14:17:59,788.92
9999,0004,SANTANDER,MARIA,DEPOSITO,2022-01-27T00:57:45,4185.91
2220,0002,SANTANDER,JOAO,DEPOSITO,2022-01-18T01:27:38,4700.04
2220,0001,SANTANDER,JULIA,TRANSFERENCIA,2022-01-18T09:29:56,936.72
3320,0007,SANTANDER,BIA,TRANSFERENCIA,2022-01-02T08:25:20,479.18
1044,0002,SANTANDER,BRUNO,DEPOSITO,2022-02-18T02:29:43,4144.30
1520,0007,SANTANDER,RAFAEL,SAQUE,2022-01-07T22:29:50,2253.43
1520,0002,SANTANDER,MARIA,DEPOSITO,2022-01-19T20:05:42,2228.80
1520,0004,SANTANDER,JOAO,SAQUE,2022-01-29T06:33:27,2916.93
3320,0002,SANTANDER,BRUNO,DEPOSITO,2022-01-18T19:40:43,1269.77
1044,0007,SANTANDER,BIA,SAQUE,2022-01-11T23:37:03,4315.26
2220,0002,SANTANDER,BIA,DEPOSITO,2022-02-13T01:39:57,2166.72
3320,0001,SANTANDER,RAFAEL,SAQUE,2022-02-24T15:28:10,163.52
2220,0004,SANTANDER,CARLOS,SAQUE,2022-01-16T04:08:39,4405.00
9999,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-02-28T14:32:37,1095.70
9999,0002,SANTANDER,FELIPE,DEPOSITO,2022-01-16T08:10:30,4956.54
2220,0002,SANTANDER,RAFAEL,SAQUE,2022-01-16T12:58:45,4474.14
1520,0007,SANTANDER,JULIA,DEPOSITO,2022-01-05T15:17:03,1493.03
9999,0007,SANTANDER,JOAO,SAQUE,2022-02-11T19:00:51,3592.91
2220,0007,SANTANDER,ANA,SAQUE,2022-02-14T01:00:17,4315.20
9999,0004,SANTANDER,ANA,SAQUE,2022-02-27T02:24:01,2446.77
9999,0004,SANTANDER,JOAO,DEPOSITO,2022-01-01T01:19:46,2528.82
9999,0007,SANTANDER,CARLOS,SAQUE,2022-02-10T15:37:55,3741.17
1044,0007,SANTANDER,JOAO,SAQUE,2022-01-05T07:54:48,2728.66
1520,0002,SANTANDER,BIA,SAQUE,2022-01-17T02:35:03,931.67
1520,0004,SANTANDER,CARLOS,SAQUE,2022-01-04T03:54:14,1398.18
9999,0001,SANTANDER,BIA,SAQUE,2022-01-17T19:56:28,4493.86
1044,0002,SANTANDER,JULIA,SAQUE,2022-01-17T19:50:56,33.80
3320,0002,SANTANDER,ANA,SAQUE,2022-01-04T22:55:26,770.67
1044,0004,SANTANDER,ANA,SAQUE,2022-01-12T00:31:32,3091.34
3320,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-04T05:48:17,1130.96
2220,0004,SANTANDER,JULIA,TRANSFERENCIA,2022-01-19T19:12:58,3775.51
3320,0002,SANTANDER,FELIPE,DEPOSITO,2022-01-24T21:53:48,1971.18
3320,0007,SANTANDER,FELIPE,SAQUE,2022-02-22T04:14:28,134.23
9999,0002,SANTANDER,MARIA,SAQUE,2022-01-27T03:54:02,3763.54
1520,0002,SANTANDER,BIA,SAQUE,2022-02-13T03:21:58,3900.60
9999,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-28T08:45:57,3074.33
1520,0001,SANTANDER,FELIPE,SAQUE,2022-02-18T04:43:33,2008.04
1520,0007,SANTANDER,PAULA,DEPOSITO,2022-02-27T02:08:05,1859.10
3320,0001,SANTANDER,JOAO,DEPOSITO,2022-01-18T16:40:43,2976.89
1044,0001,SANTANDER,BIA,SAQUE,2022-02-13T12:14:03,1710.15
1520,0002,SANTANDER,FELIPE,DEPOSITO,2022-02-13T08:02:39,380.99
3320,0001,SANTANDER,PAULA,DEPOSITO,2022-01-23T12:52:36,3613.01
3320,0007,SANTANDER,CARLOS,DEPOSITO,2022-01-31T22:09:47,756.57
9999,0007,SANTANDER,CARLOS,DEPOSITO,2022-01-10T23:44:27,4486.60
3320,0001,SANTANDER,BIA,DEPOSITO,2022-01-12T16:42:18,2243.40
3320,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-02-27T14:00:12,792.54
9999,0004,SANTANDER,ANA,SAQUE,2022-01-27T06:16:08,306.36
3320,0001,SANTANDER,MARIA,DEPOSITO,2022-01-23T08:34:19,4300.44
1044,0001,SANTANDER,ANA,SAQUE,2022-01-27T07:15:22,1050.21
3320,0001,SANTANDER,BIA,TRANSFERENCIA,2022-01-11T04:49:29,1498.26
1520,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-02-14T18:11:50,3188.92
1044,0007,SANTANDER,BIA,SAQUE,2022-02-06T08:19:33,3462.43
1044,0002,SANTANDER,FELIPE,SAQUE,2022-02-18T17:05:18,2726.74
1044,0004,SANTANDER,RAFAEL,SAQUE,2022-02-27T08:25:57,902.48
1520,0004,SANTANDER,RAFAEL,DEPOSITO,2022-02-17T19:55:48,208.20
2220,0007,SANTANDER,BIA,SAQUE,2022-01-21T06:56:04,4403.26
3320,0007,SANTANDER,ANA,SAQUE,2022-02-04T18:07:36,4363.16
1520,0002,SANTANDER,ANA,DEPOSITO,2022-02-22T17:03:09,3327.90
2220,0004,SANTANDER,JOAO,TRANSFERENCIA,2022-02-02T09:12:45,3183.06
1044,0002,SANTANDER,RAFAEL,SAQUE,2022-02-01T03:08:34,3497.65
2220,0002,SANTANDER,BRUNO,SAQUE,2022-01-02T17:55:06,3698.54
1044,0007,SANTANDER,PAULA,SAQUE,2022-02-26T17:59:10,3894.81
1044,0004,SANTANDER,JULIA,TRANSFERENCIA,2022-01-31T23:02:57,3685.83
1520,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-16T10:33:09,863.89
1044,0001,SANTANDER,MARIA,TRANSFERENCIA,2022-01-18T19:14:19,1763.99
2220,0002,SANTANDER,CARLOS,DEPOSITO,2022-01-17T17:01:47,2762.80
3320,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-01-02T05:37:19,454.11
3320,0002,SANTANDER,JULIA,DEPOSITO,2022-01-09T11:09:58,1438.08
9999,0002,SANTANDER,BIA,SAQUE,2022-01-02T07:19:42,3027.82
2220,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-13T01:09:34,199.75
2220,0007,SANTANDER,JOAO,DEPOSITO,2022-02-03T06:31:41,4140.33
1520,0004,SANTANDER,BRUNO,SAQUE,2022-01-18T23:20:28,334.70
1044,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-01-23T11:39:55,3073.00
1520,0001,SANTANDER,BIA,SAQUE,2022-01-24T20:18:48,1854.31
3320,0002,SANTANDER,FELIPE,SAQUE,2022-01-29T22:06:27,4181.93
1520,0001,SANTANDER,BIA,SAQUE,2022-02-07T02:52:25,4261.04
1520,0007,SANTANDER,JOAO,TRANSFERENCIA,2022-01-14T22:32:00,2307.56
1520,0004,SANTANDER,BRUNO,DEPOSITO,2022-02-08T20:36:40,555.38
2220,0001,SANTANDER,PAULA,DEPOSITO,2022-01-13T14:27:13,1955.22
3320,0004,SANTANDER,JOAO,SAQUE,2022-02-25T13:53:19,1628.50
2220,0002,SANTANDER,JULIA,DEPOSITO,2022-02-11T03:11:51,451.57
2220,0002,SANTANDER,JULIA,TRANSFERENCIA,2022-01-11T19:24:14,1028.72
3320,0007,SANTANDER,MARIA,SAQUE,2022-01-26T03:27:21,1416.29
1520,0007,SANTANDER,CARLOS,SAQUE,2022-01-20T10:08:57,3577.37
2220,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-12T07:00:30,4577.05
3320,0007,SANTANDER,FELIPE,DEPOSITO,2022-02-15T14:52:21,3292.80
2220,0004,SANTANDER,PAULA,DEPOSITO,2022-01-04T01:44:26,2110.53
3320,0004,SANTANDER,BIA,DEPOSITO,2022-01-18T11:34:19,3118.75
1520,0004,SANTANDER,BRUNO,SAQUE,2022-02-15T23:03:31,1639.64
1044,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-12T20:29:26,99.84
1520,0007,SANTANDER,BIA,TRANSFERENCIA,2022-02-24T19:41:15,944.74
1044,0002,SANTANDER,JOAO,SAQUE,2022-01-28T20:49:51,2802.25
2220,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-08T13:12:57,3843.14
3320,0002,SANTANDER,CARLOS,DEPOSITO,2022-02-11T14:14:45,3904.74
3320,0007,SANTANDER,BIA,DEPOSITO,2022-02-13T13:23:45,2851.79
1520,0002,SANTANDER,ANA,DEPOSITO,2022-02-22T01:07:29,1849.25
3320,0007,SANTANDER,FELIPE,DEPOSITO,2022-02-24T07:31:27,2839.53
1044,0007,SANTANDER,FELIPE,SAQUE,2022-02-20T01:42:33,2169.93
1044,0001,SANTANDER,JOAO,SAQUE,2022-02-27T19:53:43,1695.18
9999,0004,SANTANDER,ANA,DEPOSITO,2022-01-27T00:17:29,872.73
2220,0004,SANTANDER,JULIA,DEPOSITO,2022-02-27T06:43:16,3017.43
1520,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-01-08T12:56:37,1309.99
2220,0001,SANTANDER,CARLOS,DEPOSITO,2022-02-09T20:41:10,3685.46
1044,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-02-20T17:37:49,1310.36
3320,0007,SANTANDER,JOAO,DEPOSITO,2022-02-06T10:13:28,412.69
2220,0004,SANTANDER,BRUNO,DEPOSITO,2022-02-10T04:54:30,4245.55
3320,0007,SANTANDER,JULIA,DEPOSITO,2022-02-23T17:38:17,4623.16
1520,0004,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-09T11:01:21,2597.82
9999,0001,SANTANDER,JOAO,SAQUE,2022-02-13T23:07:37,2377.41
3320,0001,SANTANDER,JOAO,TRANSFERENCIA,2022-01-30T21:50:40,1673.27
2220,0007,SANTANDER,JOAO,DEPOSITO,2022-01-23T22:21:27,1817.34
2220,0001,SANTANDER,ANA,SAQUE,2022-01-23T03:01:50,3529.73
2220,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-19T10:30:46,1228.99
1520,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-02-12T17:20:52,3329.69
1520,0007,SANTANDER,PAULA,TRANSFERENCIA,2022-01-12T16:11:09,2740.42
3320,0002,SANTANDER,FELIPE,DEPOSITO,2022-02-09T20:05:51,4439.37
2220,0004,SANTANDER,MARIA,TRANSFERENCIA,2022-01-02T13:37:11,3855.72
2220,0007,SANTANDER,ANA,SAQUE,2022-02-18T18:38:00,3799.88
9999,0001,SANTANDER,BRUNO,DEPOSITO,2022-01-20T22:15:29,2863.63
3320,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-20T00:07:25,3468.30
9999,0007,SANTANDER,BRUNO,SAQUE,2022-01-31T13:47:58,3994.30
1044,0001,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-14T09:40:50,695.86
1520,0007,SANTANDER,JOAO,DEPOSITO,2022-02-24T11:18:17,2113.51
1520,0007,SANTANDER,PAULA,SAQUE,2022-02-09T12:41:35,1954.38
3320,0001,SANTANDER,MARIA,DEPOSITO,2022-01-16T19:29:22,2889.82
1520,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-02-26T10:39:13,887.38
9999,0001,SANTANDER,BIA,TRANSFERENCIA,2022-01-16T12:13:01,2453.20
9999,0002,SANTANDER,BRUNO,TRANSFERENCIA,2022-02-01T08:18:50,4828.91
3320,0002,SANTANDER,PAULA,SAQUE,2022-02-14T10:08:53,3687.95
1520,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-26T11:28:12,858.91
9999,0004,SANTANDER,FELIPE,SAQUE,2022-01-21T00:35:23,3590.10
9999,0002,SANTANDER,MARIA,TRANSFERENCIA,2022-01-24T01:11:40,4788.25
1044,0001,SANTANDER,MARIA,DEPOSITO,2022-02-04T20:02:49,3875.66
9999,0007,SANTANDER,PAULA,SAQUE,2022-02-06T22:21:10,2994.47
1520,0004,SANTANDER,RAFAEL,DEPOSITO,2022-01-19T10:23:04,10.96
1044,0002,SANTANDER,CARLOS,SAQUE,2022-02-24T12:10:58,4562.40
1044,0002,SANTANDER,JOAO,TRANSFERENCIA,2022-01-15T05:49:52,3914.27
1520,0007,SANTANDER,RAFAEL,SAQUE,2022-02-10T05:21:16,2357.91
1520,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-27T07:39:38,3316.96
1520,0004,SANTANDER,RAFAEL,TRANSFERENCIA,2022-01-06T00:42:52,515.68
1044,0002,SANTANDER,RAFAEL,SAQUE,2022-02-01T21:37:04,8.36
2220,0001,SANTANDER,MARIA,DEPOSITO,2022-01-06T06:45:33,4684.64
3320,0007,SANTANDER,CARLOS,SAQUE,2022-02-13T07:52:35,4399.30
3320,0001,SANTANDER,RAFAEL,TRANSFERENCIA,2022-02-22T08:56:33,158.20
1520,0007,SANTANDER,FELIPE,DEPOSITO,2022-01-15T14:02:38,2643.93
9999,0007,SANTANDER,RAFAEL,SAQUE,2022-01-29T17:41:20,4164.78
9999,0004,SANTANDER,JOAO,TRANSFERENCIA,2022-01-02T20:50:01,2288.76
9999,0004,SANTANDER,BIA,SAQUE,2022-02-15T08:01:04,3157.10
1520,0001,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-01T05:05:05,2115.49
9999,0001,SANTANDER,BIA,DEPOSITO,2022-01-11T16:44:05,858.28
2220,0007,SANTANDER,BRUNO,SAQUE,2022-01-02T12:14:53,2787.79
9999,0002,SANTANDER,JOAO,SAQUE,2022-01-12T15:43:46,2281.99
3320,0007,SANTANDER,JULIA,TRANSFERENCIA,2022-01-26T16:28:31,1403.77
3320,0004,SANTANDER,BIA,DEPOSITO,2022-01-18T20:28:20,3209.98
1044,0007,SANTANDER,JOAO,SAQUE,2022-01-18T08:16:03,55.75
1044,0002,SANTANDER,CARLOS,SAQUE,2022-02-06T07:19:54,1075.53
9999,0001,SANTANDER,BIA,SAQUE,2022-01-16T03:59:45,4784.17
2220,0004,SANTANDER,JULIA,SAQUE,2022-01-18T17:34:52,2757.05
1044,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-06T17:00:39,1250.38
2220,0007,SANTANDER,JOAO,SAQUE,2022-01-29T12:14:24,1212.17
1044,0002,SANTANDER,CARLOS,SAQUE,2022-02-04T04:03:27,1774.94
2220,0004,SANTANDER,RAFAEL,SAQUE,2022-02-21T17:29:13,4075.95
1044,0004,SANTANDER,JOAO,SAQUE,2022-02-08T20:19:07,4135.52
1044,0002,SANTANDER,MARIA,DEPOSITO,2022-02-25T08:05:33,2259.40
2220,0002,SANTANDER,RAFAEL,DEPOSITO,2022-01-27T20:09:50,4695.41
2220,0007,SANTANDER,FELIPE,SAQUE,2022-01-13T08:20:05,1154.87
1520,0007,SANTANDER,BRUNO,DEPOSITO,2022-02-28T16:09:55,3877.54
9999,0007,SANTANDER,CARLOS,TRANSFERENCIA,2022-01-08T03:42:37,647.61
9999,0004,SANTANDER,BIA,DEPOSITO,2022-01-17T21:52:04,675.31
1520,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-20T22:01:18,1935.37
3320,0007,SANTANDER,BIA,TRANSFERENCIA,2022-01-13T12:09:03,56.39
2220,0007,SANTANDER,MARIA,DEPOSITO,2022-02-25T06:19:21,2917.45
3320,0002,SANTANDER,ANA,DEPOSITO,2022-02-27T06:49:10,4543.50
9999,0002,SANTANDER,BIA,TRANSFERENCIA,2022-02-28T13:33:49,3955.84
9999,0002,SANTANDER,JULIA,DEPOSITO,2022-02-23T16:13:28,3674.28
2220,0007,SANTANDER,PAULA,DEPOSITO,2022-01-19T04:25:11,1861.47
2220,0001,SANTANDER,CARLOS,SAQUE,2022-01-24T23:41:21,1274.78
3320,0001,SANTANDER,RAFAEL,DEPOSITO,2022-01-24T23:35:48,479.13
3320,0002,SANTANDER,BIA,SAQUE,2022-01-16T00:36:43,4955.22
2220,0001,SANTANDER,JOAO,SAQUE,2022-01-07T10:57:10,1448.67
1520,0007,SANTANDER,BRUNO,SAQUE,2022-01-07T12:54:38,4782.96
1044,0002,SANTANDER,JOAO,DEPOSITO,2022-02-24T18:16:07,354.51
1044,0001,SANTANDER,JOAO,SAQUE,2022-02-20T03:43:59,4057.83
2220,0004,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-22T18:35:45,2350.92
1520,0007,SANTANDER,ANA,TRANSFERENCIA,2022-02-07T06:11:21,1486.32
3320,0004,SANTANDER,JOAO,DEPOSITO,2022-01-15T16:37:42,279.00
3320,0002,SANTANDER,ANA,SAQUE,2022-01-04T00:11:21,2851.57
2220,0007,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-10T22:23:15,3112.30
1044,0007,SANTANDER,FELIPE,TRANSFERENCIA,2022-02-22T22:24:20,4606.16
1520,0004,SANTANDER,BRUNO,TRANSFERENCIA,2022-01-13T18:54:11,4396.85
1520,0007,SANTANDER,ANA,SAQUE,2022-01-01T06:28:24,2243.40
2220,0007,SANTANDER,MARIA,TRANSFERENCIA,2022-02-11T19:24:07,2859.78
2220,0002,SANTANDER,CARLOS,SAQUE,2022-01-31T01:28:01,1240.30
1044,0007,SANTANDER,CARLOS,SAQUE,2022-01-16T20:40:20,1590.62
1520,0002,SANTANDER,PAULA,TRANSFERENCIA,2022-01-31T15:44:50,4252.25
1520,0001,SANTANDER,JOAO,DEPOSITO,2022-02-17T14:13:48,2479.84
3320,0001,SANTANDER,PAULA,DEPOSITO,2022-01-07T00:43:35,1129.55
1520,0002,SANTANDER,JOAO,SAQUE,2022-02-02T09:10:18,4166.80
9999,0001,SANTANDER,BIA,SAQUE,2022-02-20T01:31:11,2421.91
3320,0007,SANTANDER,JOAO,SAQUE,2022-01-29T23:01:09,3659.08
1044,0004,SANTANDER,CARLOS,DEPOSITO,2022-01-28T19:51:08,2750.20
1520,0004,SANTANDER,PAULA,DEPOSITO,2022-01-03T11:49:18,2220.21
9999,0007,SANTANDER,FELIPE,SAQUE,2022-01-31T14:30:00,4932.24
1520,0007,SANTANDER,BRUNO,DEPOSITO,2022-01-08T09:35:48,3887.18
9999,0001,SANTANDER,PAULA,TRANSFERENCIA,2022-01-04T07:29:45,4887.31
9999,0004,SANTANDER,MARIA,DEPOSITO,2022-01-24T04:39:33,4805.11
3320,0004,SANTANDER,MARIA,DEPOSITO,2022-02-04T03:27:45,1918.25
1044,0001,SANTANDER,BIA,SAQUE,2022-02-24T05:02:12,3974.13
9999,0001,SANTANDER,ANA,DEPOSITO,2022-02-22T21:01:51,3710.20
1520,0004,SANTANDER,PAULA,DEPOSITO,2022-01-27T08:03:17,3591.85
